"estR1","estR2","estB1","estB2","estF","estR1_ints","estR2_ints","estB1_ints","estB2_ints","estF_ints","test1_rej","ts_orig","cv_orig","rej_orig","ts_tc","cv_tc","rej_tc","ts_ac","cv_ac","rej_ac","ts_acc","cv_acc","rej_acc","dist_orig","dist_tc","dist_ac","dist_acc","CSl_orig","CSl_tc","CSl_ac","CSl_acc","CSu_orig","CSu_tc","CSu_ac","CSu_acc"
0.042278753135077,0.0182861904541456,0.0410247223217485,0.0164112772556826,0.0533547066152096,0.0428112538812391,0.0168720443426748,0.0428112538812391,0.0168720443426748,0.0590831544568441,0,3.18844828153791,1.91790357732153,1,1.98967109634547,1.86411253427829,1,1.51052545297907,1.722411596555,0,1.15898851446608,1.60114269720659,0,0.000513859479233709,0.000439460650562697,0.000908139110727294,0.00169784420246605,5.61753901531048e-05,1.02628283388777e-06,6.28725412992396e-06,0.000394288614894446,0.00104012572215668,0.00141255513315982,0.00248783118158007,0.00420411253885661
0.0392332497312791,0.0174991898523217,0.0406664278036546,0.0164807184852553,0.0485201962292194,0.040175180471034,0.0168633279425362,0.0402946810233593,0.0167206333932912,0.0550759417747413,0,3.65136342220914,1.91606473124916,1,2.45859095081405,1.90296179945474,1,1.49525011985025,1.72809937535893,0,0.685556410034667,1.66640372018035,0,0.00048286334205388,0.000342632345562523,0.000674395645925697,0.00122322471238278,0.000155029319142292,1.8142338892188e-06,6.84900814326806e-06,0.000112566612722141,0.000887105365660321,0.00090003207227634,0.0020457028902426,0.00351847848285095
0.0442493729845933,0.0189574556733485,0.0428161949122178,0.0167121892504977,0.0540893189609051,0.0448442511008821,0.0189491281920643,0.0454346225234025,0.0174535552442539,0.0623067774892439,0,2.96746797967162,1.81893664856578,1,1.76474689468321,1.79726160857013,0,1.44375165857733,1.68326121820132,0,1.81177487484355,1.58572774355192,1,0.000526751689354338,0.000462356174227727,0.000951839133436212,0.00177814576035147,2.0620244623037e-07,7.11455722591457e-08,8.75972933711286e-05,0.000562239046307184,0.00169602533210466,0.00191608691677562,0.00311899442068483,0.00509500749927245
0.045145109279828,0.0192583676681635,0.0406664278036546,0.016642748020925,0.0584128461778164,0.0455347460611869,0.0178810952807875,0.0455485964464485,0.017252010365518,0.0638515225571657,0,2.66607496435209,2.00365587189067,1,1.47532768225699,1.84193903495869,0,1.40061991962749,1.72676820705312,0,1.79939141265919,1.63908601666379,1,0.000646366207960324,0.000640844735207135,0.00125277161790467,0.00229449489884651,1.34626477533812e-06,1.03387901064806e-06,1.09256911600746e-06,0.000266810621623052,0.0018182511260907,0.00223812793178977,0.00327235807663062,0.00464671519497114
0.0397706915084199,0.0182398963010972,0.042278753135077,0.016550159714828,0.0497105531394482,0.0407909942187752,0.0187905879323613,0.0415844223432609,0.0168426754812339,0.0543863939734142,0,3.79711846730894,1.88501611698925,1,2.6023326023763,1.89582707575692,1,1.4796325978315,1.72513712521003,0,0.972049516194985,1.64373387331115,0,0.000481819548532842,0.000357797799643347,0.000723272457222132,0.00133141020611237,0.000159566205223837,4.03532080720258e-06,9.35242145941174e-05,0.000172588478541296,0.000906626088204462,0.00100072969184666,0.00183583245695348,0.00338981235987955
0.0412038695807954,0.0182861904541456,0.0413830168398424,0.0167816304800704,0.048901405185461,0.0418781335199557,0.0173610497606135,0.0423267693552958,0.0170893165324419,0.0560871034188715,0,3.53260533688879,1.92235712279527,1,2.32793013350299,1.81574729978944,1,1.42866297393394,1.67757710303941,0,1.0429019131249,1.71414840344292,0,0.000481912160778857,0.000346872137101343,0.000689431419062323,0.00125725394935545,0.000119374748275581,8.58942549948759e-07,2.6516160098648e-05,0.000317295259797693,0.00101911069075391,0.00117722751610704,0.00214625487400954,0.00370518102385664
0.0410247223217485,0.0179389843062821,0.0385166606950914,0.016156659413916,0.0503001138567924,0.041036072357458,0.0167359480839451,0.041065906817326,0.016482838884482,0.0568110872123617,0,3.50915852566653,1.98409570049169,1,2.31841124357143,1.99846963235014,1,1.567198646844,1.83599453098081,0,0.838879063517149,1.68429035782623,0,0.000483401316849504,0.000367407694282162,0.000749578934013661,0.00138709112435047,7.62541188212657e-05,5.67547380378502e-05,1.41555715587036e-05,0.000169194007094366,0.00109516544964123,0.000686433154644998,0.00196810608320881,0.00389546458870757
0.042278753135077,0.0186565436785334,0.0386958079541383,0.0165038655617795,0.0518323853611946,0.0433373363792799,0.0171248313427964,0.0437557428447508,0.0167044465399586,0.0598985486491178,0,3.16502042496026,1.89954345534026,1,1.96034522157446,1.78344581032023,1,1.48530505971797,1.71129731411383,0,1.34551759461096,1.58465981800035,0,0.000494014787391056,0.000398886308710146,0.000824452056082448,0.00153830857917782,7.77826528725108e-06,5.88124263910709e-07,2.35297018643438e-06,2.1227606245169e-07,0.00143235932079659,0.00160610876612416,0.0019411756383416,0.00354844938655959
0.0431744894303117,0.0191889264385908,0.0412038695807954,0.0169205129392158,0.0535179264843464,0.0438540437050812,0.0193437495367589,0.044473439504118,0.017025403001992,0.0598974662235523,0,3.18110762487164,1.92454569274387,1,1.9823304396792,1.7830511223441,1,1.39801898343359,1.76433204342137,0,1.51966890769605,1.59790249613844,0,0.000516537410169507,0.000444361168060263,0.000917662076556007,0.00171549948163897,3.50199572050844e-06,3.33156147975215e-06,9.38783052317668e-05,0.000384302087005896,0.00139566873913851,0.00164302384490204,0.00261843489316929,0.00437691449366508
0.0433536366893586,0.0184713670663395,0.0404872805446077,0.0163186889495857,0.0575513988733292,0.044090068713433,0.0168914345416709,0.0441603077595672,0.0168004168993587,0.0617462426819102,0,2.99879339411765,1.90632116110241,1,1.82255102148508,1.88688789716965,0,1.53106884294261,1.71506208405894,0,1.44581559324168,1.61271135524473,0,0.000616568644953146,0.000599316730233852,0.00118684709995747,0.00218564938453619,3.61433293194377e-06,1.78747002818087e-06,6.97051483796133e-05,0.000412848116441935,0.00167320002735922,0.00187841161428089,0.00298995501584306,0.00513254108097902
0.0415621640988893,0.0182861904541456,0.0415621640988893,0.0168047775565946,0.0519937947392464,0.0420401991507256,0.0169986747141989,0.0437865605126927,0.0167964443900948,0.0572766116736813,0,3.40133850190849,1.83069754454974,1,2.20058342946541,1.87222262499191,1,1.42351934942283,1.80766921582129,0,1.04721580261702,1.6316957239954,0,0.00049567956162556,0.000402749015809676,0.000832885937721896,0.00155478456773692,3.42797208285845e-05,5.21885582385693e-07,1.23196990024124e-05,6.45363055642461e-05,0.00116744320302327,0.00134235271199821,0.00220184130757543,0.00425163818962934
0.0401289860265138,0.0180084255358548,0.0401289860265138,0.0165270126383038,0.0491684526205063,0.0402008481675881,0.0170940637809342,0.0406552989818255,0.0169391009003175,0.0528951888631788,0,3.82334268852994,1.90825835005938,1,2.76073950003908,1.86497990123466,1,1.48483701263849,1.72600366255258,0,0.674016095719614,1.58634852639959,0,0.000481592062356805,0.000350188458948619,0.000700310625115978,0.00128143860303039,0.000221391828478384,1.92602253280138e-06,7.81717821674555e-07,0.000275702612310598,0.00077142274528005,0.000816494600565623,0.00178966067552548,0.00296156226466346
0.0403081332855607,0.0174760427757974,0.039591544249373,0.0163649831026341,0.0488867871463299,0.0405099732122102,0.0170416219847669,0.040511223116935,0.0170151443625498,0.0542746240417851,0,3.79616349796473,1.86117590174993,1,2.59937605516821,1.81636217132975,1,1.52099935048671,1.64913753778829,0,0.71882709769311,1.62428007590241,0,0.000481937917595556,0.000346698838144353,0.000688844131716886,0.00125593832865623,0.000167539960914659,2.59583896016138e-08,4.71711701552395e-06,0.000185859455343255,0.000890691389883884,0.00101491242040167,0.00193567477015268,0.00330837526935994
0.042457900394124,0.0184482199898153,0.0410247223217485,0.0168510717096431,0.049383632838726,0.0424580855561925,0.0183893402058536,0.0428433642555601,0.0169973682497425,0.0571631039339584,0,3.42953910863102,1.88408541073334,1,2.23076192343858,1.9712356026838,1,1.41846904915442,1.81234076943201,0,1.11006508122748,1.72478988754075,0,0.000481541666668699,0.000353068200773199,0.000709284351979672,0.00130113353050092,9.6380947355463e-05,9.88721876717703e-07,0.000192966054291192,7.82363975412023e-06,0.0011170790053152,0.00119315931093115,0.00211809544411573,0.00422889541199312
0.0431744894303117,0.018818573214203,0.0399498387674669,0.0160872181843433,0.0525145418941975,0.0433031504429761,0.0165023393081122,0.0433031504429761,0.0165023393081122,0.0593358685958001,0,3.25146966842325,1.82401486026244,1,2.06275935136277,1.73565517872561,1,1.57717270586849,1.62435973112487,0,1.28867448366795,1.60480224789833,0,0.000501761003184117,0.000415921540303137,0.00086080621829483,0.00160865070318377,3.07541321418327e-06,1.87741391378139e-07,6.46867907606618e-06,0.0004549610754013,0.00130502524033624,0.00158892607358335,0.00268155773545438,0.00444447906979348
0.0444285202436403,0.0189806027498727,0.0420996058760301,0.0164575714087311,0.0544000193476677,0.0448411265430527,0.01741804085651,0.045114478229888,0.017099393706848,0.0618877762405994,0,2.94946415420772,1.8674667475156,1,1.76280255777219,1.81952400912067,0,1.50522628806344,1.71876137736557,0,1.6807743871007,1.64947850705412,1,0.000532853939236536,0.000472689272400679,0.00097097138389297,0.0018127584355548,4.41979192776952e-06,4.97769167116385e-06,7.59865971247251e-06,0.000387977708129741,0.00161847073678767,0.0017664293518312,0.00326657770240507,0.00466692670678876
0.0431744894303117,0.0184250729132911,0.0397706915084199,0.0163649831026341,0.0541858673095703,0.0435044562515867,0.016923274224897,0.0435704884671673,0.0168125516579705,0.0592732838539319,0,3.24740164195898,1.94404535375499,1,2.04862445676654,1.82129064131414,1,1.52062436221241,1.76798630652279,0,1.3284591075364,1.68809327298628,0,0.000528606576169726,0.000465525772685999,0.000957743017588516,0.00178886009698338,1.12814108047011e-06,2.36123297371232e-06,1.77382140582196e-05,0.00032733884912284,0.00141669434146269,0.00136922971370158,0.00266351609075113,0.004611446619475
0.0408455750627015,0.0185871024489607,0.0413830168398424,0.0163881301791584,0.051263727247715,0.0413658222527021,0.0178672847984587,0.0432070113981309,0.0166327741389098,0.0550612081195432,0,3.67092171299906,1.89329394145649,1,2.46237403244441,1.83598516354993,1,1.51557575324747,1.65671572686379,0,1.02300538971929,1.63542184775718,0,0.000488979972579301,0.000386108001099725,0.000795569135954271,0.00148109267490381,0.000164111895833182,1.46278700252452e-06,1.68364404307219e-05,0.000176387408976571,0.000908225806636508,0.00105487292614792,0.00190312547107226,0.00342865239702372
0.0426370476531709,0.0190268969029212,0.0410247223217485,0.0165038655617795,0.0524295195937157,0.0432040862029614,0.0177998175460425,0.0436469680089289,0.0170774149511949,0.0600108662005821,0,3.17532432639358,1.88479013316935,1,1.98661400933309,1.80683289974699,1,1.49007538725824,1.75071152976826,0,1.37828970773014,1.63936763462207,0,0.000500693994583777,0.000413696771783611,0.000856173586118441,0.0015997818956421,1.1348219453846e-05,1.44349143888625e-06,3.04856081595919e-06,0.00030973730606464,0.00138299888595673,0.000983540209484394,0.0027726151469693,0.00462096271270773
0.0417413113579362,0.0175917781584186,0.0392332497312791,0.0161798064904403,0.0523120015859604,0.0418705146150963,0.0167588742118669,0.0419121981743534,0.016669769922501,0.0582271069155053,0,3.34990506027031,1.81030316936499,1,2.1591577781752,1.76073465265193,1,1.56196169809018,1.61151573187946,0,1.01907131216475,1.51608049273067,0,0.000499266777253893,0.000410669296187476,0.000849817956164011,0.00158757101492863,0.000147407426155367,2.90547231659872e-06,3.56312501514769e-06,0.000253663479990837,0.000922372647918673,0.000819595709643388,0.00246615136783638,0.0041762066327793
